"id","text_chunk"
"344","Holmes and Rahe’s (1967) social readjustment ratings scale includes 43 examples of life changes and rates them according to how much stress they cause.
See the AO3 evaluation points for the SSRS for more evaluation of the link between life changes and stress."
"345","You get the idea. Kanner et al’s (1981) hassles and uplifts scale includes 117 examples of daily hassles, defined as “irritating, frustrating, distressing demands that to some degree characterise everyday transactions with the environment”.
See the AO3 evaluation points for the hassles and uplifts scale for more evaluation of the link between daily hassles and stress."
"346","The key theory that brings these 2 factors together is Karasek’s (1979) demand-control model. According to this model, high workload increases the likelihood of stress-related illness, but this risk is reduced when the employee has more control over their work.
Other workplace stressors may include annoying colleagues and bosses, concerns about getting fired or not promoted, and even just things in the general work environment like uncomfortable chairs."
"347","There are several ways of measuring stress. These include self-report methods (such as the social readjustment ratings scale and the hassles and uplifts scale) and physiological methods (such as skin conductance response).
Holmes and Rahe (1967) created the social readjustment ratings scale (SRRS) to quantify the stress associated with life changes.
To do this, they created a list of 43 life events and asked subjects to rate how stressful each was. Based on this data, each life event was given a life change unit (LCU) score. You can see the full list here."
"348","Kanner et al (1981) created the hassles and uplifts scale to quantify the stress associated with daily hassles.
The researchers got 100 participants to complete the hassles and uplifts scale by ticking which hassles and uplifts they had encountered over the previous month each month for 9 months. They found high scores for hassles were positively correlated with stress and health problems. They also found that high scores for uplifts were negatively correlated with stress and health problems – but only among women."
"349","There are several physiological methods for measuring stress. For example, cortisol levels in the blood and urine can be measured, and changes in blood pressure provide a reasonable proxy for changes in stress levels. But the syllabus mentions one physiological measure of stress in particular: Skin conductance response.
Water conducts electricity. And when a person is stressed, they sweat more. So, when a person is stressed, their skin conducts electricity more easily. This is how skin conductance response measures stress."
"350","There are many nomothetic ways of psychologically classifying people, and these differences between individuals and groups of individuals may mean differences in stress levels, stress responses, and stress-related illnesses.
The individual differences in stress mentioned on the syllabus are personality types (A, B, and C) and hardiness. The syllabus also mentions gender differences in coping with stress.
Friedman and Rosenman (1959) were interested in correlations between psychological personality types and cardiovascular disorders such as coronary artery disease. They identified certain patterns of behaviour, which they characterised into two personality types: Type A personality and Type B personality."
"351","Later research (Greer and Watson (1985)) identified a further personality type: The Type C personality.
Type C personalities are said to be more prone to stress than people who, for example, express their emotions freely and assert themselves. The researchers found that type C personalities are also associated with a higher risk of developing cancer. Some studies suggest this is due to immunosuppression."
"352","A general point with these links between personality types and stress-related illness is that the risks are relative: Type A personalities are more likely to get heart disease than Type B personalities, but this does not mean it is likely (in absolute terms) that type A personalities will get heart disease. (Illustrative example: Someone with a 2 in a million change of getting ill, say, is twice as likely to get ill as someone with a 1 in a million chance of getting ill – but 1 in a million is still a very low chance in absolute terms!)
In contrast, the non-hardy personality type is the opposite of this: They give up easily (low commitment), feel unable to cope with stressors (rather than seeing them as challenges), and have an external locus of control."
"353","Kobasa (1979) used the social readjustment ratings scale to identify 161 subjects who had undergone high levels of stress over the last 3 years. Of these 161 stressed individuals, 75 had suffered stress-related illness, whereas 86 had not. She then compared the personality traits of these two groups and found that the 86 subjects who did not get ill scored much higher for hardiness (i.e. demonstrated commitment, challenge, and control) than the 75 subjects who did get ill. This suggests that hardy personality types are more resistant to stress-related illnesses even when actual levels of stress are similar.
Gender differences in stress may include how men and women feel stress, as well as differences in how men and women cope and respond to stress."
"354","On average, the sympathomedullary fight or flight response differs between men and women. As discussed in the issues and debates topic, the phrase ‘fight or flight’ is an example of (beta) gender bias because it’s based solely on observations of male behavioural responses to stress. However, when Taylor et al (2000) observed the female behavioural responses to stress, they found women behaved more calmly and responded by protecting and caring for their offspring and seeking social support from friends and family. So, rather than ‘fight or flight’, the female behavioural response to stress can be characterised as ‘tend and befriend’. A potential mechanism for these differences in stress behaviours is differences in oxytocin levels."
"355","The biological approach to managing stress is drug therapy, such as the anti-anxiety medications benzodiazepines and beta blockers.
Benzodiazepines, such as Valium, increase the effects of a neurotransmitter called gamma-aminobutyric acid (GABA).
GABA is an inhibitory neurotransmitter which, if you remember from the biopsychology topic, means it decreases the likelihood that the neuron will fire. By increasing the effects of GABA, benzodiazepines reduce activity in the nervous system and counteract the effects of excitatory neurotransmitters such as serotonin. This reduced activity results in increased feelings of calm and relaxation, with reduced feelings of anxiety and stress.
Beta blockers reduce activity of the sympathetic nervous system by blocking beta-adrenergic receptors."
"356","As mentioned above, stressors cause the release of the hormones adrenaline and noradrenaline. When these hormones stimulate beta-adrenergic receptors in the heart and brain, it causes an increase in heart rate and blood flow. Beta blockers work by occupying these beta-adrenergic receptors – blocking them – so that adrenaline and noradrenaline can’t produce their usual effects. This reduces some of the physical symptoms of anxiety and stress, such as increased heart rate.
Meichenbaum (1985) describes stress inoculation therapy, which is a form of cognitive behavioural therapy."
"357","Social support – i.e. support from friends, family, colleagues, etc. – helps people deal with stress and lessen the effects of stressors. Biological mechanisms of aggression include neural mechanisms, hormones, and genetics.
Neural mechanisms (i.e. mechanisms of the nervous system) play a role in aggression. These include the limbic system of the brain and the neurotransmitter serotonin.
The limbic system is an area of the brain that plays a key role in emotional processing and is the main area of the brain associated with aggression.
In particular, the amygdala (an area of the limbic system) is associated with aggression."
"358","In particular, the amygdala (an area of the limbic system) is associated with aggression.
Hormones are chemicals produced in the body by glands (see the biopsychology page for more details). The main hormone the syllabus focuses on for aggression is testosterone.
Genetics are an important biological mechanism of aggression that may tie in with other biological factors. For example, a person may have genetics that predispose them to low serotonin activity, or genetics that encode for limbic system abnormalities."
"359","As always, twin studies are a useful way to determine the extent to which a behaviour or psychological condition is genetic. If concordance rates of aggression are higher among identical twins (who share 100% of their genes) than non-identical twins (who only share 50% of their genes), this shows that genetics play a role.
The higher concordance rates for aggression and criminality among identical twins than non-identical twins suggests there is a genetic component to aggression.
One gene in particular is associated with aggression, the MAOA gene."
"360","One gene in particular is associated with aggression, the MAOA gene.
The MAOA gene is responsible for producing monoamine oxidase A (MAOA), which is an enzyme that processes neurotransmitters such as serotonin. The low-activity form of the gene (MAOA-L or the “warrior gene”) results in lower levels of MAOA and is associated with aggression.
The link between the MAOA gene and aggression was discovered by Brunner et al (1993) in a study of a family in the Netherlands. 5 members of this family had a history of impulsive aggression and crime and the researchers discovered that all 5 had dysfunctional MAOA genes, which resulted in an MAOA deficiency."
"361","Ethology is the study of natural animal behaviour. Studying aggression in animals provides insights into aggression in humans and helps inform evolutionary explanations of human aggression."
"362","Lorenz (1966) argued that aggressive behaviour is an innate (i.e. biologically pre-programmed) response that has evolved to help species survive and pass on their genes. He argued that aggression is a biological need like eating or drinking. In the same way that hunger continuously builds up until an animal eats food, innate releasing mechanisms mean aggression continuously builds up until the animal behaves aggressively and satisfies that need."
"363","Patterns of aggressive behaviour within a species are often ritualistic. From an evolutionary perspective, it wouldn’t make sense for members of a species to try and actually kill each other every time they fight because then the species would go extinct. Instead, rituals enable members of a species to compete and establish dominance without actually harming each other. For example, a wolf who loses a fight exposes its neck to signal that it has lost. This position makes it easy for the winner to kill the loser but instead the fight ends there."
"364","Innate releasing mechanisms are biologically hard-wired mechanisms for aggression (e.g. brain structures or neural pathways for aggression). Environmental cues (e.g. the red belly of a rival stickleback) trigger the innate releasing mechanism. This releases a fixed action pattern of behaviour.
Aggressive behaviours within a species often follow set patterns known as fixed action patterns. These patterns are universal (i.e. the same) across the species and once they are initiated the animal will keep going until the behaviour is complete."
"365","Tinbergen (1952) demonstrates how fixed action patterns in sticklebacks are universal. When Tinbergen presented male sticklebacks with models of fish with red bellies (even when the model was not realistic looking), they all responded with the same fixed action pattern of fighting behaviour. The universal nature of this behaviour suggests the fixed action pattern is innate."
"366","Evolution is the process by which species adapt to their environment. Over many years, random mutations in genes that are advantageous (either in terms of survival or reproduction) become more widespread among the species. As well as physical characteristics, these genes may encode for certain behaviours such as aggression (e.g. fixed action patterns).
If a human is more likely to survive, then they are more likely to live long enough to reproduce and pass on their genes.
Social psychological explanations of aggression explain aggression as a result of social interactions with the environment. These explanations include the frustration-aggression hypothesis, social learning theory, and de-individuation."
"367","Dollard et al (1939) proposed the frustration-aggression hypothesis. According to this hypothesis, aggression is a response to frustration.
Frustration is defined as being prevented from achieving a goal. For example, if you’re trying to beat someone at tennis (your goal) but they keep beating you, this causes feelings of frustration. This frustration leads to aggression – either a feeling of aggression or actual aggressive behaviour. For example, if you get really frustrated, you might throw your racket at the other player."
"368","The likelihood of aggressive behaviour is proportional to the level of frustration; the more frustrated someone is, the more likely they are to act aggressively. For example, if a goal is really important to someone and something prevents them from achieving it, that person is more likely to get frustrated and behave aggressively than if it was a goal they didn’t care about.
Social learning theory (see the approaches page for more details) explains behaviour, such as aggression, as the result of observation and imitation of role models."
"369","A complete social learning explanation of aggression will also reference mediating processes: The cognitive factors in between observation and imitation that determine whether someone decides to imitate a behaviour or not. For example, if someone observes the role model being rewarded for aggressive behaviour, this provides motivation to imitate that behaviour and makes aggression more likely. However, if the role model is punished for aggression, this provides motivation not to behave aggressively and makes it less likely. The other mediating processes are attention, retention, and reproduction."
"370","Another key element of social learning theory that is relevant here is vicarious reinforcement. If a person sees the role model rewarded for behaving aggressively, they are more likely to imitate the aggressive behaviour.
De-individuation is when a person loses a sense of personal identity and personal responsibility. According to the de-individuation explanation, anonymity (e.g. by being part of a large crowd or wearing a disguise) makes a person more likely to behave aggressively."
"371","Festinger et al (1952) coined the phrase de-individuation to describe a phenomenon where people in crowds lose their sense of personal identity and instead identify with the morals and beliefs of a group. This feeling of anonymity in the crowd means people who might ordinarily be polite and civil may act aggressively and violently. A classic example of this would be a football fan who gets swept up in the crowd and behaves violently.
In addition to anonymity in a crowd, anonymity in other ways may cause de-individuation. For example, Dodd (1985) got 203 students to anonymously describe what they would do if nobody could identify them or hold them responsible for their actions. 36% of the responses involved some form of antisocial behaviour, with the most common answer being to rob a bank."
"372","Aggression in prisons is much higher than in ordinary contexts. There are two types of explanation for this increased aggression: Dispositional explanations and situational explanations.
Dispositional explanations say that aggression is higher in prisons because people who get sent to prison are naturally more aggressive – that they have a disposition towards aggression.
For whatever reason (biological factors, social factors, etc.), people from these subcultures have a disposition towards these behaviours – they act this way even when they aren’t in prison. And because these behaviours are more aggressive (at least within the thief and convict subcultures), these people are more likely to commit crimes and get arrested."
"373","The importation model says aggressive behaviours are imported into the prison from the outside. In contrast, situational explanations say that aggression is a response to the internal conditions of the prison itself.
In reality, both situational and dispositional explanations of institutional aggression are important. For example, Jiang and Fisher-Giorlando (2002) found that aggression towards prison staff was best explained by situational factors whereas aggression towards other inmates was best explained by the importation model. Rather than arguing that just one explanation being correct, you could take an interactionist approach.
Situational explanations say that something about the environment of prisons makes people behave more aggressively – that the situation causes aggression."
"374","Sykes calls these 5 deprivations the pains of imprisonment.
So, whereas dispositional explanations say prisoners are naturally more aggressive and import this aggression into the prison from the outside, the deprivation model blames the internal conditions of the prison for causing aggression.
In reality, both situational and dispositional explanations of institutional aggression are important. For example, Jiang and Fisher-Giorlando (2002) found that aggression towards prison staff was best explained by situational factors whereas aggression towards other inmates was best explained by the importation model. Rather than arguing that just one explanation being correct, you could take an interactionist approach."
"375","The media may cause people to act more aggressively. The syllabus focuses specifically on the influence of video games, which may cause desensitisation, disinhibition, and cognitive priming.
The natural reaction to aggression and violence is anxiety. But repeated exposure to such stimuli may reduce this emotional response – a person becomes desensitised to violence and aggression.
For example, a young child may be disturbed when they see somebody killed in a movie for the first time. But as an adult, the same sort of film does not provoke the same reaction because they’ve seen such depictions of violence many times and are now desensitised to it."
"376","In theory, desensitisation increases aggression. Natural emotional reactions (e.g. anxiety, stress, revulsion, etc.) that would normally prevent a person from being violent are no longer as strong as they once were and so the person is more likely to behave aggressively.
Inhibitions restrain us from behaving aggressively or inappropriately in real life. But within a video game, a person’s behaviour is disinhibited: They are free to act without consequence in ways they wouldn’t act in real life."
"377","For example, you wouldn’t randomly attack a person on the street. But when playing a video game there are no real consequences for doing so – the character can’t actually fight back, you can’t actually get arrested, and there is no social penalty. Things that inhibit aggressive behaviour are not present in video games.
In theory, disinhibition when playing video games can transfer to real life. Inhibitions that would normally prevent someone from behaving aggressively are worn down so that behaviours that were once considered morally unacceptable now seem more acceptable. This may make a person more likely to behave aggressively in real life."
"378","Cognitive priming is the idea that aggressive behaviours seen in the media are remembered and thus ‘prime’ a person to behave similarly when in similar situations. We absorb certain scripts for behaviour from media influences, and play out these scripts in similar situations.
For example, a man who watches a drama where a husband and wife argue over a comment made during dinner may remember and on some level learn this behaviour. If the man’s wife makes a negative comment during dinner one day, this memory primes him to argue with her like he saw in the drama."
"379","In theory, exposure to violence and aggression in video games and the media can prime people to behave more aggressively in real life. The top-down approach to offender profiling starts with pre-defined criminal profiles (based on experience) and works out which of these profiles the criminal fits into. In other words, the general profiles come first and the specific details come after. This in contrast to the bottom-up approach, which works the other way round.
Police in America tend to use the top-down approach, whereas police in Britain tend to use the bottom-up approach."
"380","First, data is assimilated. This just means data from the scene (e.g. photographs, fingerprints, interviews with witnesses, etc.) is gathered and examined. Next, this data is classified into one of two offender profiles.
For example, if a murder victim was stabbed but the knife is not found at the scene, that fits the organised profile. However, if the knife is left at the scene, that fits the disorganised profile. Similarly, if there are no fingerprints at the scene (e.g. because the offender brought gloves to wear), or if there is evidence that the victim was restrained, these features indicate planning and so fit the organised profile. In contrast, disorganised offenders do not plan their crimes and so would not think to bring e.g. gloves or something to restrain the victim."
"381","After the criminal is classified into one of these two offender profiles, the profiler will attempt to reconstruct the crime. This involves identifying the timeline of the crime – including both the criminal’s and victim’s behaviour.
Once this is complete, the profiler will generate a profile of the criminal. This involves filling in specific details about the criminal – e.g. physical and psychological characteristics – beyond those described in the organised or disorganised profiles. This narrows down the range of suspects."
"382","Whereas the top-down approach starts with possible profiles and fits the criminal to one of them, the bottom-up approach starts with the criminal’s characteristics and develops the profile based on that. In other words, the specific details of the crime come first and the general profile comes second.
Police in Britain tend to use the bottom-up approach, whereas Police in America tend to use the top-down approach.
Investigative psychology is the use of scientific psychology and psychological theory to solve crimes and identify criminals."
"383","A key concept within investigative psychology, described in Canter (1994), is interpersonal coherence. This means that the way a criminal behaves when they are committing a crime will be consistent with how they behave in everyday life. For example, a killer who commits aggressive murders is likely to be an aggressive person in general. So, if there is evidence of an aggressive murder, the profile of the suspect will include an aggressive personality."
"384","Statistical analysis (e.g. multidimensional scaling or smallest space analysis) is used in investigative psychology to identify common themes and patterns of behaviour across several crime scenes. For example, details about the type of victim, what specific acts are committed, and how evidence is disposed of can be used to identify crimes committed by the same person. Because of interpersonal coherence, this data may also provide details about the criminal and narrow down the range of possible suspects. Statistical data can also be used to provide information about the offender’s location through geographical profiling.
Geographical profiling is the use of statistical analysis to make inferences about the offender’s geographical location."
"385","The circle hypothesis says that serial offenders carry out their crimes within a geographical circle. The circle hypothesis also predicts that the offender’s home will be within this circle.
Canter and Larkin (1993) tested the circle hypothesis by studying the locations of sexual assaults committed by 45 British serial offenders. They found that 39 of the 45 offenders (87%) lived within the circle predicted by the circle hypothesis, suggesting it is valid."
"386","19th Century criminologist Cesare Lombroso proposed that criminals are biologically different from modern humans. He argued that criminals have more in common with our evolutionary ancestors than normal humans do.
An atavism is when an ancestral genetic trait that has disappeared reappears – like a human that grows a vestigial tail. Hence, Lombroso’s theory is called atavistic form: The idea is that criminality represents the behaviours of earlier, more savage, pre-human species – like Neanderthals or homo habilis.
Further, Lombroso argued, different types of criminal have typical facial features. For example, he argued that murderers typically have curly hair and bloodshot eyes, whereas sex offenders have swollen and fleshy lips."
"387","In support of this theory, Lombroso collected measurements of the facial features of thousands of Italian criminals. However, atavistic form is described as ‘an historical approach’ on the syllabus because few scientists now take it seriously.
Several types of evidence support the existence of a genetic explanation of criminal behaviour, such as twin studies and gene association studies.
These studies show the concordance rates for criminal behaviour are higher among identical twins (who share 100% of their genes) than non-identical twins (who only share 50% of their genes). This supports a role for genetics in explaining criminal behaviour."
"388","These results suggest that having a biological parent who is a criminal is a better predictor of whether the child will go on to be a criminal than if the adoptive parents are criminal. This further supports a role for genetics in explaining criminal behaviour.
Although there is no single ‘criminal gene’, several genes have been linked with criminal behaviour.
For example, the MAOA-L gene is linked with aggressive behaviour (see the aggression page for more details), which is in turn linked with criminal behaviour. For example, Brunner et al (1993) studied a family with a history of aggressive and criminal behaviour, and found that all the male members had the MAOA-L gene. This is an example of a gene that could (partly) explain criminal behaviour."
"389","The MAOA-L gene affects how neurotransmitters, such as serotonin, are processed. The fact that this gene is associated with criminality thus also supports a neural explanation of criminal behaviour.
Neural factors such as brain structure and neurotransmitters affect behaviour, which suggests neural explanations of criminal behaviour.
For example, Raine et al (1997) compared brain scans conducted on 41 convicted murderers and with brain scans conducted on 41 control participants. The researchers observed that the murderers had reduced activity in the prefrontal cortex, the superior parietal gyrus, left angular gyrus, and the corpus callosum compared to the control group."
"390","Neurotransmitters, such as serotonin and dopamine, may also explain criminal behaviour. For example, Brunner et al (1993) described above demonstrates a link between genes responsible for processing neurotransmitters and violent behaviour. These effects on neurotransmitters may be why these genes increase violent behaviour, suggesting a link between abnormal neurotransmitter activity and criminality.
Eysenck’s theory of personality is a general theory of personality. According to Eysenck, a person’s biology (i.e. their genes) predispose them towards certain personality traits.
These traits can be measured by completing a questionnaire called the Eysenck Personality Questionnaire."
"391","Cognitive explanations of criminal behaviour focus on the cognitions (e.g. thoughts and beliefs) of offenders. These include inadequate development of moral reasoning and cognitive distortions such as hostile attribution bias and minimalisation.
According to Kohlberg, the majority of people advance to the conventional morality stage of moral reasoning (and some people advance beyond that to post-conventional morality e.g. by doing philosophy).
But some people do not progress past the childlike pre-conventional morality stage. According to Kohlberg, this makes a person more likely to commit a crime."
"392","Cognitive distortions are consistent deviations from rational thought that cause people to perceive things inaccurately. Examples of cognitive distortions that may explain criminal behaviour include hostile attribution bias and minimalisation.
If someone has a hostile attribution bias, they will tend to misinterpret people’s actions as in some way hostile or negative.
For example, someone with a hostile attribution bias may interpret an innocent look from another person as aggressive, which may cause the person with hostile attribution bias to respond aggressively or violently.
Minimalisation is a cognitive distortion where a person downplays how bad their criminal behaviour really is. This may involve justifications that reduce the offender’s sense of guilt."
"393","For example, a thief may tell himself that his victim was rich and he’s poor so it’s fair to steal from them. Or a violent offender may tell herself that an assault wasn’t that bad.
Sutherland (1939) describes differential association theory: a learning approach that explains criminal behaviour as learned from environmental influences."
"394","According to differential association theory, criminal behaviour is learned by associating with people who commit crimes. A person is more likely to engage in criminal activity the more of these differential associations with criminals a person has, the closer the relationships to these criminals are (e.g. parents and siblings), and the longer the duration of time spent interacting with them is. Sutherland argued these factors – frequency, duration, intensity, etc. of differential associations – can be used to mathematically predict how likely a person is to be a criminal."
"395","Through associations with criminals, a person learns both specific methods of crime (e.g. how to source and supply drugs or how to break into houses without setting off alarms) as well as certain attitudes towards crime (e.g. that being a successful thief drug dealer is worthy of respect and that police are the bad guys). Again, the more exposure to these attitudes a person encounters, the more likely they are to engage in criminal behaviour themself.
Psychodynamic explanations of criminal behaviour explain crime as the result of unconscious conflicts with different parts of the mind. Freud’s psychoanalytic theory can be applied to criminal behaviour, as can Bowlby’s maternal deprivation hypothesis."
"396","According to Freud’s psychoanalytic theory, the superego is a person’s conscience – the part of personality responsible for morality. The superego tries to prevent the person from doing bad things but if a person does something wrong then the superego punishes the ego through guilt.
According to Freud’s psychoanalytic theory, the ego uses defence mechanisms to mediate between the id and the superego.
Englander (2007) argues that the displacement defence mechanism may explain violent behaviour. For example, a person may be angry about something that happened at work and this anger may manifest as getting into a fight in a pub later that day."
"397","Bowlby’s maternal deprivation hypothesis (see the attachment page for more details) may also provide a psychodynamic explanation of criminal behaviour.
These figures appear to show a strong correlation between maternal deprivation and criminal behaviour.
The psychodynamic explanation of this link is something like: Maternal deprivation causes difficulties in forming attachments in later life as well as a negative view of the world. This manifests in emotional problems such as aggression and depression, which increase the likelihood of criminal behaviour.
The syllabus mentions several methods of dealing with criminal behaviour and their aims. These include custodial sentencing (prison), behaviour modification, anger management, and restorative justice."
"398","Custodial sentencing means sentencing an offender to spend time in prison.
Recidivism means reoffending."
"399","The graph above shows that recidivism is negatively correlated with the length of custodial sentence. In other words, the longer the custodial sentence, the less likely an offender is to reoffend. Offenders given custodial sentences longer than 10 years are significantly less likely to reoffend (~10%) than offenders given custodial sentences of 6 months or less (~60%).
Behaviour modification uses the behaviourist principles of operant conditioning – positive reinforcement, negative reinforcement, and punishment – to encourage good behaviour and discourage criminal behaviour while in prison."
"400","An example of a behaviour modification techniques is the use of token economies. In a prison token economy, offenders earn tokens for good behaviour (e.g. following the rules, participating in rehabilitation programs, etc.) and these tokens can be used to buy things (e.g. food and cigarettes). This positively reinforces good behaviour. Token economies may also work by negatively reinforcing bad behaviour. For example, prison guards may take tokens away for bad behaviour.
Token economies were originally developed to treat mental illness (see the schizophrenia page for more details) but the principles were later adapted to the prison context."
"401","Anger management therapies are based on the principle of the cognitive approach that cognitions (i.e. thoughts and beliefs) cause emotions, such as anger. It is often used for offenders whose crimes are the result of uncontrolled anger (e.g. assault).
Restorative justice programs are about getting the offender to recognise the consequences of their actions and make amends to their victim(s).
Both the offender and the victim must consent to a restorative justice program. The offender must acknowledge responsibility for their crime and be willing to voluntarily take steps to repair the damage they have caused. The victim must also be willing to take part in the program, and it should not cause them further trauma."
"402","In the case of something like vandalism, restorative justice might require the vandal to spend time fixing the property they damaged. With something like assault, it’s not like the offender can un-punch the victim, so restorative justice may involve communication between the offender and victim – for example, via in-person meeting or correspondence by letter – where the victim can express how they were affected and the offender can express their remorse and apologise. These symptoms differ depending on whether the addiction is to a substance (e.g. nicotine) or behaviour (e.g. gambling)."
"403","For example, a person with alcohol addiction may experience withdrawal symptoms upon stopping drinking (physical dependence). But even after these withdrawal symptoms have passed and the person is no longer physically dependent on alcohol, they may have urges to drink alcohol that persist for much longer (psychological dependence).
Tolerance is when a person’s response to a drug reduces such that they need higher and higher doses to achieve the same effect."
"404","Tolerance occurs because the body adjusts to use of the drug in order to maintain homeostasis (feeling and functioning normally). For example, drinking alcohol disrupts the brain’s normal functioning and so the brain reacts to bring things back to normal and achieve homeostasis. This creates a new ‘normal’ and so the person then has to drink more next time in order to get the same buzz as before.
Tolerance to one drug often creates increased tolerance to other drugs. For example, smoking cigarettes (nicotine) increases tolerance to caffeine because caffeine and nicotine have similar effects in the body. This is known as cross-tolerance."
"405","Withdrawal syndrome is when a person develops unpleasant symptoms upon stopping or reducing drug use. These may include pain, anxiety, depression, insomnia, and shaking.
Withdrawal symptoms are often the opposite of the ones created by the drug. For example, a person addicted to painkillers may experience severe pain when they stop using the painkillers. The unpleasantness of withdrawal symptoms creates a motivation to continue using the drug: Taking the drug reduces withdrawal symptoms."
"406","The extent of withdrawal syndrome depends on which drug the person is addicted to (e.g. heroin withdrawal is typically more severe then nicotine), how much they use (typically, the greater quantity of drugs a person uses, the worse the withdrawal), and how frequently they use it (e.g. regular use at the same time of day will typically cause worse withdrawal than sporadic use).
However, it’s impossible for addiction to be 100% genetic. A person with a genetic predisposition towards heroin addiction, for example, can’t become addicted to heroin if they never encounter the drug in the first place. So, genetic vulnerability must interact with environment to cause addiction.
Stress is a risk factor for addiction – both in the short term and historically."
"407","Stress is a risk factor for addiction – both in the short term and historically.
In the short term, a person may turn to addictive substances as a way of coping with stress. For example, a person may turn to alcohol after a stressful day at work. Over time, this may become a regular habit and eventually result in an addiction to alcohol.
However, mediating factors may reduce the risk of addiction in response to stress. For example, if a person is under a high amount of stress but has a strong support network, this may improve their ability to cope with the stress and reduce the risk of addiction."
"408","Further, historical stress – particularly during childhood – is also a risk factor for addiction. For example, Andersen and Teicher (2009) describe how stress during childhood and adolescence (a ‘sensitive period’) affects brain development, making a person more vulnerable to addiction in adulthood. Another example is Epstein et al (1998), who found that sexual abuse in childhood meant women were twice as likely to develop alcohol addiction as adults.
Certain personality traits appear to be risk factors for developing addiction – although whether there is such a thing as an ‘addictive personality’ is disputed by many psychologists."
"409","Eysenck (1997) argues that certain personality types – such as people high in neuroticism (a tendency towards negative feelings) and psychoticism (a tendency towards aggression and impulsivity) – are more prone to addiction. According to this theory, the needs of these personality types make them more prone to addiction. For example, drugs may alleviate the negative feelings of a neurotic personality type, making them more likely to get addicted.
Family influence is another risk factor for addiction. It can be explained in several ways."
"410","Family influence is another risk factor for addiction. It can be explained in several ways.
According to social learning theory, people learn and imitate behaviours of role models they identify with. Assuming this theory is correct, it would go a long way to explaining addiction. For example, a child may identify with their cigarette-smoking father (role model) and observe the reward (pleasure/stress relief) he gets from smoking. This provides vicarious reinforcement of cigarette-smoking behaviour, which makes the child more likely to try cigarettes and become addicted."
"411","Another explanation of family influence on addiction is perceived parental approval. If a child perceives that their parents have a positive (or at least neutral) attitude towards a drug, this makes them more likely to try and become addicted to that drug. For example, Livingston et al (2010) found that children whose parents allowed them to drink alcohol in their final year of high school were more likely to drink heavily the next year at college.
Like family, peer influence may also increase the likelihood that a person develops an addiction."
"412","Like family, peer influence may also increase the likelihood that a person develops an addiction.
For example, if a person’s friendship group all starts smoking cigarettes, it makes that person more likely to try smoking and become addicted to cigarettes. Their friends may offer them cigarettes, or the person may feel left out if all their friends are smoking and they’re not.
Again, social learning theory can be applied here: If someone identifies with their friend, sees them smoke cigarettes and be rewarded for that behaviour (e.g. others think it’s cool), this provides vicarious reinforcement of that behaviour, making them more likely to imitate it."
"413","Nicotine is a highly addictive substance found in cigarettes. The syllabus lists two explanations of nicotine addiction: Neurochemistry (the dopamine desensitisation hypothesis) and learning theory explanations.
This stimulation of the dopamine system is known as the common reward pathway.
Further neurochemical explanation of nicotine addiction can be found in the nicotine regulation model. According to this model, prolonged periods without nicotine causes nAChRs receptors to become resensitised to nicotine (upregulation). This state of having many nAChRs receptors that are available but not stimulated causes withdrawal symptoms such as anxiety. Smoking alleviates these withdrawal symptoms and reinforces the behaviour."
"414","The nicotine regulation model explains why smokers find the first cigarette of the day to be the most satisfying: During sleep, nAChRs receptors are upregulated and become more sensitive, resulting in a greater dopamine release when smoking resumes.
Learning theory explains nicotine addiction as learned behaviour in response to environmental stimuli.
The pleasant sensations of smoking can also become associated with cues in the environment via classical conditioning. For example, if a person regularly smokes cigarettes when they’re in a pub, then they may condition themself to associate pubs with smoking. Once this association is learned, going to the pub may trigger an urge to smoke cigarettes. This is known as cue reactivity."
"415","Learning theory explanations of nicotine addiction may also include social learning, such as the peer pressure example described above.
Addiction is typically associated with substances (such as nicotine) that have biological effects in the body. However, people can also get addicted to certain behaviours, such as gambling. Because these behaviours don’t directly cause biological effects in the same way as addictive substances, explanations of gambling addiction tend to be more psychological than biological. The syllabus lists two such examples: Learning theory and cognitive explanations.
Learning theory explains gambling addiction as learned behaviour. This primarily occurs through operant conditioning."
"416","The positive reinforcement of gambling is obvious: Winning money. Other factors, such as the lights and sounds of the machines, the social aspect of a casino/betting shop, and the excitement and anticipation of a gamble provide further positive reinforcement. This makes the person more likely to repeat the behaviour.
But gamblers typically lose more money than they win. These losses should serve as negative reinforcement that makes the person less likely to repeat the behaviour. So why do people get addicted to gambling?"
"417","Skinner found that animals rewarded with continuous reinforcement schedules quickly stopped the target behaviour as soon as the rewards stopped. In other words, they soon unlearned the behaviour they had previously been conditioned to learn. However, when the reward schedule was partial and unpredictable, the animals continued the target behaviour for much longer after the rewards stopped.
The same principle applies to gambling addiction. The unpredictability of wins means gambling behaviour is maintained even after successive losses. The gambler thinks “maybe next time I will get a big win”."
